지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2010,강원도,원주시,당뇨병의료이용률,220938,15137,6.85
2010,강원도,강릉시,당뇨병의료이용률,157774,11240,7.12
2010,강원도,동해시,당뇨병의료이용률,66716,4829,7.24
2010,강원도,태백시,당뇨병의료이용률,37807,2778,7.35
2010,강원도,속초시,당뇨병의료이용률,60152,4464,7.42
2010,강원도,삼척시,당뇨병의료이용률,53743,4039,7.52
2010,강원도,홍천군,당뇨병의료이용률,50373,4201,8.34
2010,강원도,횡성군,당뇨병의료이용률,34599,3095,8.95
2010,강원도,영월군,당뇨병의료이용률,30990,2773,8.95
2010,강원도,평창군,당뇨병의료이용률,33625,3027,9
2010,강원도,정선군,당뇨병의료이용률,31632,2536,8.02
2010,강원도,철원군,당뇨병의료이용률,31092,2853,9.18
2010,강원도,화천군,당뇨병의료이용률,14477,1391,9.61
2010,강원도,양구군,당뇨병의료이용률,13992,1277,9.13
2010,강원도,인제군,당뇨병의료이용률,19604,1571,8.01
2010,강원도,고성군,당뇨병의료이용률,22362,1937,8.66
2010,강원도,양양군,당뇨병의료이용률,20872,1646,7.89
2010,충청북도,청주시상당구,당뇨병의료이용률,175289,10364,5.91
2010,충청북도,청주시흥덕구,당뇨병의료이용률,285281,14200,4.98
2010,충청북도,충주시,당뇨병의료이용률,153784,11258,7.32
2010,충청북도,제천시,당뇨병의료이용률,102976,7639,7.42
2010,충청북도,청원군,당뇨병의료이용률,112595,7418,6.59
2010,충청북도,보은군,당뇨병의료이용률,28279,2418,8.55
2010,충청북도,옥천군,당뇨병의료이용률,43134,3642,8.44
2010,충청북도,영동군,당뇨병의료이용률,40148,3175,7.91
2010,충청북도,증평군,당뇨병의료이용률,23817,1675,7.03
2010,충청북도,진천군,당뇨병의료이용률,49193,3373,6.86
2010,충청북도,괴산군,당뇨병의료이용률,30729,2829,9.21
2010,충청북도,음성군,당뇨병의료이용률,72521,5301,7.31
2010,충청북도,단양군,당뇨병의료이용률,25433,2235,8.79
2010,충청남도,천안시동남구,당뇨병의료이용률,176943,10530,5.95
2010,충청남도,천안시서북구,당뇨병의료이용률,215376,10523,4.89
2010,충청남도,공주시,당뇨병의료이용률,95407,7315,7.67
2010,충청남도,보령시,당뇨병의료이용률,82437,6565,7.96
2010,충청남도,아산시,당뇨병의료이용률,193417,11779,6.09
2010,충청남도,서산시,당뇨병의료이용률,115081,7274,6.32
2010,충청남도,논산시,당뇨병의료이용률,96072,8660,9.01
2010,충청남도,계룡시,당뇨병의료이용률,19838,1162,5.86
2010,충청남도,금산군,당뇨병의료이용률,45565,3879,8.51
2010,충청남도,연기군,당뇨병의료이용률,61564,4757,7.73
2010,충청남도,부여군,당뇨병의료이용률,60026,5190,8.65
2010,충청남도,서천군,당뇨병의료이용률,49056,4496,9.17
2010,충청남도,청양군,당뇨병의료이용률,26368,2409,9.14
2010,충청남도,홍성군,당뇨병의료이용률,68181,5206,7.64
2010,충청남도,예산군,당뇨병의료이용률,69301,5829,8.41
2010,충청남도,태안군,당뇨병의료이용률,50922,4149,8.15
2010,충청남도,당진군,당뇨병의료이용률,108693,7213,6.64
2010,전라북도,전주시완산구,당뇨병의료이용률,250955,14636,5.83
2010,전라북도,전주시덕진구,당뇨병의료이용률,203240,11512,5.66
2010,전라북도,군산시,당뇨병의료이용률,198551,14055,7.08
2010,전라북도,익산시,당뇨병의료이용률,225466,16126,7.15
2010,전라북도,정읍시,당뇨병의료이용률,92558,7645,8.26
2010,전라북도,남원시,당뇨병의료이용률,65478,4828,7.37
2010,전라북도,김제시,당뇨병의료이용률,75959,6723,8.85
2010,전라북도,완주군,당뇨병의료이용률,65558,4951,7.55
2010,전라북도,진안군,당뇨병의료이용률,22130,1891,8.54
2010,전라북도,무주군,당뇨병의료이용률,20755,1671,8.05
2010,전라북도,장수군,당뇨병의료이용률,19184,1441,7.51
2010,전라북도,임실군,당뇨병의료이용률,25150,2040,8.11
2010,전라북도,순창군,당뇨병의료이용률,24394,1996,8.18
2010,전라북도,고창군,당뇨병의료이용률,48920,4407,9.01
2010,전라북도,부안군,당뇨병의료이용률,48255,4673,9.68
2010,전라남도,목포시,당뇨병의료이용률,176607,12293,6.96
2010,전라남도,여수시,당뇨병의료이용률,218640,15535,7.11
2010,전라남도,순천시,당뇨병의료이용률,191497,11337,5.92
2010,전라남도,나주시,당뇨병의료이용률,73858,6521,8.83
2010,전라남도,광양시,당뇨병의료이용률,100800,5235,5.19
2010,전라남도,담양군,당뇨병의료이용률,38566,3391,8.79
2010,전라남도,곡성군,당뇨병의료이용률,25712,2119,8.24
2010,전라남도,구례군,당뇨병의료이용률,21710,1997,9.2
2010,전라남도,고흥군,당뇨병의료이용률,61520,6194,10.07
2010,전라남도,보성군,당뇨병의료이용률,39222,3539,9.02
2010,전라남도,화순군,당뇨병의료이용률,53348,4343,8.14
2010,전라남도,장흥군,당뇨병의료이용률,33035,3062,9.27
2010,전라남도,강진군,당뇨병의료이용률,32099,3016,9.4
2010,전라남도,해남군,당뇨병의료이용률,64580,5527,8.56
2010,전라남도,영암군,당뇨병의료이용률,48590,3687,7.59
2010,전라남도,무안군,당뇨병의료이용률,55289,4479,8.1
2010,전라남도,함평군,당뇨병의료이용률,30075,3205,10.66
2010,전라남도,영광군,당뇨병의료이용률,44746,4403,9.84
2010,전라남도,장성군,당뇨병의료이용률,35541,3351,9.43
2010,전라남도,완도군,당뇨병의료이용률,43291,3638,8.4
2010,전라남도,진도군,당뇨병의료이용률,27538,2404,8.73
2010,전라남도,신안군,당뇨병의료이용률,37206,3237,8.7
2010,경상북도,포항시남구,당뇨병의료이용률,190655,10738,5.63
2010,경상북도,포항시북구,당뇨병의료이용률,194911,11427,5.86
2010,경상북도,경주시,당뇨병의료이용률,206416,14344,6.95
2010,경상북도,김천시,당뇨병의료이용률,103745,7283,7.02
2010,경상북도,안동시,당뇨병의료이용률,129798,9820,7.57
2010,경상북도,구미시,당뇨병의료이용률,286265,12225,4.27
2010,경상북도,영주시,당뇨병의료이용률,87095,6655,7.64
2010,경상북도,영천시,당뇨병의료이용률,82464,6900,8.37
2010,경상북도,상주시,당뇨병의료이용률,84281,6323,7.5
2010,경상북도,문경시,당뇨병의료이용률,59645,5244,8.79
2010,경상북도,경산시,당뇨병의료이용률,179898,11053,6.14
2010,경상북도,군위군,당뇨병의료이용률,21760,1809,8.31
2010,경상북도,의성군,당뇨병의료이용률,49845,4732,9.49
2010,경상북도,청송군,당뇨병의료이용률,22766,1967,8.64
2010,경상북도,영양군,당뇨병의료이용률,15700,1342,8.55
2010,경상북도,영덕군,당뇨병의료이용률,34488,3140,9.1
2010,경상북도,청도군,당뇨병의료이용률,37174,3179,8.55
2010,경상북도,고령군,당뇨병의료이용률,29107,2207,7.58
2010,경상북도,성주군,당뇨병의료이용률,38178,3003,7.87
2010,경상북도,칠곡군,당뇨병의료이용률,90172,5185,5.75
2010,경상북도,예천군,당뇨병의료이용률,38406,3349,8.72
2010,경상북도,봉화군,당뇨병의료이용률,28213,2496,8.85
2010,경상북도,울진군,당뇨병의료이용률,41701,3254,7.8
2010,경상북도,울릉군,당뇨병의료이용률,8394,609,7.26
2010,경상남도,창원시,당뇨병의료이용률,365257,14843,4.06
2010,경상남도,마산시,당뇨병의료이용률,315558,18783,5.95
2010,경상남도,진주시,당뇨병의료이용률,241387,13867,5.74
2010,경상남도,진해시,당뇨병의료이용률,110467,6501,5.89
2010,경상남도,통영시,당뇨병의료이용률,106753,6931,6.49
2010,경상남도,사천시,당뇨병의료이용률,86091,5848,6.79
2010,경상남도,김해시,당뇨병의료이용률,357804,17721,4.95
2010,경상남도,밀양시,당뇨병의료이용률,88190,6803,7.71
2010,경상남도,거제시,당뇨병의료이용률,166633,7745,4.65
2010,경상남도,양산시,당뇨병의료이용률,185921,10615,5.71
2010,경상남도,의령군,당뇨병의료이용률,25609,2177,8.5
2010,경상남도,함안군,당뇨병의료이용률,53557,3837,7.16
2010,경상남도,창녕군,당뇨병의료이용률,50343,4269,8.48
2010,경상남도,고성군,당뇨병의료이용률,47139,3592,7.62
2010,경상남도,남해군,당뇨병의료이용률,41287,3912,9.48
2010,경상남도,하동군,당뇨병의료이용률,41541,3264,7.86
2010,경상남도,산청군,당뇨병의료이용률,29069,2401,8.26
2010,경상남도,함양군,당뇨병의료이용률,32925,2506,7.61
2010,경상남도,거창군,당뇨병의료이용률,48368,3097,6.4
2010,경상남도,합천군,당뇨병의료이용률,42980,3556,8.27
2010,제주특별자치도,제주시,당뇨병의료이용률,285196,14217,4.98
2010,제주특별자치도,서귀포시,당뇨병의료이용률,112150,7014,6.25
2011,서울특별시,종로구,당뇨병의료이용률,138301,9196,6.65
2011,서울특별시,중구,당뇨병의료이용률,112332,7907,7.04
2011,서울특별시,용산구,당뇨병의료이용률,195315,12660,6.48
2011,서울특별시,성동구,당뇨병의료이용률,246051,16344,6.64
2011,서울특별시,광진구,당뇨병의료이용률,297287,16613,5.59
2011,서울특별시,동대문구,당뇨병의료이용률,294407,20478,6.96
2011,서울특별시,중랑구,당뇨병의료이용률,338308,22507,6.65
2011,서울특별시,성북구,당뇨병의료이용률,382720,25018,6.54
2011,서울특별시,강북구,당뇨병의료이용률,275622,19939,7.23
2011,서울특별시,도봉구,당뇨병의료이용률,287155,18961,6.6
2011,서울특별시,노원구,당뇨병의료이용률,458434,28496,6.22
2011,서울특별시,은평구,당뇨병의료이용률,378178,25982,6.87
2011,서울특별시,서대문구,당뇨병의료이용률,256964,17500,6.81
2011,서울특별시,마포구,당뇨병의료이용률,312520,18822,6.02
2011,서울특별시,양천구,당뇨병의료이용률,375621,21221,5.65
2011,서울특별시,강서구,당뇨병의료이용률,448127,27560,6.15
2011,서울특별시,구로구,당뇨병의료이용률,338669,20579,6.08
2011,서울특별시,금천구,당뇨병의료이용률,197826,12612,6.38
2011,서울특별시,영등포구,당뇨병의료이용률,328024,19743,6.02
2011,서울특별시,동작구,당뇨병의료이용률,319069,18387,5.76
2011,서울특별시,관악구,당뇨병의료이용률,432769,23247,5.37
2011,서울특별시,서초구,당뇨병의료이용률,338408,16383,4.84
2011,서울특별시,강남구,당뇨병의료이용률,449275,19897,4.43
2011,서울특별시,송파구,당뇨병의료이용률,526377,26744,5.08
2011,서울특별시,강동구,당뇨병의료이용률,380988,21726,5.7
2011,부산광역시,중구,당뇨병의료이용률,41769,3489,8.35
2011,부산광역시,서구,당뇨병의료이용률,102565,8533,8.32
2011,부산광역시,동구,당뇨병의료이용률,84070,7311,8.7
2011,부산광역시,영도구,당뇨병의료이용률,120007,10220,8.52
2011,부산광역시,부산진구,당뇨병의료이용률,316893,21781,6.87
2011,부산광역시,동래구,당뇨병의료이용률,221234,13936,6.3
2011,부산광역시,남구,당뇨병의료이용률,234926,16415,6.99
2011,부산광역시,북구,당뇨병의료이용률,239289,14739,6.16
2011,부산광역시,해운대구,당뇨병의료이용률,324424,20486,6.31
2011,부산광역시,사하구,당뇨병의료이용률,281662,18543,6.58
2011,부산광역시,금정구,당뇨병의료이용률,201780,12998,6.44
2011,부산광역시,강서구,당뇨병의료이용률,53541,3726,6.96
2011,부산광역시,연제구,당뇨병의료이용률,168218,11075,6.58
2011,부산광역시,수영구,당뇨병의료이용률,143965,9488,6.59
2011,부산광역시,사상구,당뇨병의료이용률,205088,12678,6.18
2011,부산광역시,기장군,당뇨병의료이용률,80033,5920,7.4
2011,대구광역시,중구,당뇨병의료이용률,63769,5221,8.19
2011,대구광역시,동구,당뇨병의료이용률,258702,18518,7.16
2011,대구광역시,서구,당뇨병의료이용률,181017,12936,7.15
2011,대구광역시,남구,당뇨병의료이용률,138930,9836,7.08
2011,대구광역시,북구,당뇨병의료이용률,333710,19660,5.89
2011,대구광역시,수성구,당뇨병의료이용률,333364,19345,5.8
2011,대구광역시,달서구,당뇨병의료이용률,456069,25762,5.65
2011,대구광역시,달성군,당뇨병의료이용률,135070,8389,6.21
2011,인천광역시,중구,당뇨병의료이용률,74170,5757,7.76
2011,인천광역시,동구,당뇨병의료이용률,62837,5005,7.97
2011,인천광역시,남구,당뇨병의료이용률,334556,23000,6.87
2011,인천광역시,연수구,당뇨병의료이용률,206893,11667,5.64
2011,인천광역시,남동구,당뇨병의료이용률,363987,21152,5.81
2011,인천광역시,부평구,당뇨병의료이용률,430963,26760,6.21
2011,인천광역시,계양구,당뇨병의료이용률,258174,13967,5.41
2011,인천광역시,서구,당뇨병의료이용률,304017,17443,5.74
2011,인천광역시,강화군,당뇨병의료이용률,55091,5352,9.71
2011,인천광역시,옹진군,당뇨병의료이용률,14134,1286,9.1
2011,광주광역시,동구,당뇨병의료이용률,82763,6334,7.65
2011,광주광역시,서구,당뇨병의료이용률,218167,12804,5.87
2011,광주광역시,남구,당뇨병의료이용률,161498,10639,6.59
2011,광주광역시,북구,당뇨병의료이용률,342346,20238,5.91
2011,광주광역시,광산구,당뇨병의료이용률,248621,12648,5.09
2011,대전광역시,동구,당뇨병의료이용률,191829,13935,7.26
2011,대전광역시,중구,당뇨병의료이용률,201138,14058,6.99
2011,대전광역시,서구,당뇨병의료이용률,363211,19429,5.35
2011,대전광역시,유성구,당뇨병의료이용률,192855,9107,4.72
2011,대전광역시,대덕구,당뇨병의료이용률,154794,9680,6.25
2011,울산광역시,중구,당뇨병의료이용률,178564,10926,6.12
2011,울산광역시,남구,당뇨병의료이용률,259169,13169,5.08
2011,울산광역시,동구,당뇨병의료이용률,131558,6979,5.3
2011,울산광역시,북구,당뇨병의료이용률,126482,5971,4.72
2011,울산광역시,울주군,당뇨병의료이용률,153754,9251,6.02
2011,경기도,수원시장안구,당뇨병의료이용률,215432,12406,5.76
2011,경기도,수원시권선구,당뇨병의료이용률,226348,12372,5.47
2011,경기도,수원시팔달구,당뇨병의료이용률,168138,10467,6.23
2011,경기도,수원시영통구,당뇨병의료이용률,183909,7213,3.92
2011,경기도,성남시수정구,당뇨병의료이용률,188648,11353,6.02
2011,경기도,성남시중원구,당뇨병의료이용률,201098,12452,6.19
2011,경기도,성남시분당구,당뇨병의료이용률,355692,17190,4.83
2011,경기도,의정부시,당뇨병의료이용률,320983,22455,7
2011,경기도,안양시만안구,당뇨병의료이용률,206213,12613,6.12
2011,경기도,안양시동안구,당뇨병의료이용률,261588,13014,4.97
2011,경기도,부천시원미구,당뇨병의료이용률,341322,18447,5.4
2011,경기도,부천시소사구,당뇨병의료이용률,177508,10686,6.02
2011,경기도,부천시오정구,당뇨병의료이용률,149046,9821,6.59
2011,경기도,광명시,당뇨병의료이용률,258288,15244,5.9
2011,경기도,평택시,당뇨병의료이용률,307451,21045,6.84
2011,경기도,동두천시,당뇨병의료이용률,71804,5958,8.3
2011,경기도,안산시상록구,당뇨병의료이용률,278016,15208,5.47
2011,경기도,안산시단원구,당뇨병의료이용률,263797,13494,5.12
2011,경기도,고양시덕양구,당뇨병의료이용률,293362,19433,6.62
2011,경기도,고양시일산동구,당뇨병의료이용률,202366,11416,5.64
2011,경기도,고양시일산서구,당뇨병의료이용률,206323,12045,5.84
2011,경기도,과천시,당뇨병의료이용률,52693,2511,4.77
2011,경기도,구리시,당뇨병의료이용률,145886,9072,6.22
2011,경기도,남양주시,당뇨병의료이용률,412641,28228,6.84
2011,경기도,오산시,당뇨병의료이용률,132671,6735,5.08
2011,경기도,시흥시,당뇨병의료이용률,303997,16831,5.54
2011,경기도,군포시,당뇨병의료이용률,215674,11192,5.19
2011,경기도,의왕시,당뇨병의료이용률,111003,6363,5.73
2011,경기도,하남시,당뇨병의료이용률,116611,7897,6.77
2011,경기도,용인시처인구,당뇨병의료이용률,157283,11046,7.02
2011,경기도,용인시기흥구,당뇨병의료이용률,255130,13476,5.28
2011,경기도,용인시수지구,당뇨병의료이용률,221708,11725,5.29
2011,경기도,파주시,당뇨병의료이용률,266090,19452,7.31
2011,경기도,이천시,당뇨병의료이용률,149073,10155,6.81
2011,경기도,안성시,당뇨병의료이용률,137637,9560,6.95
2011,경기도,김포시,당뇨병의료이용률,185804,12450,6.7
2011,경기도,화성시,당뇨병의료이용률,381371,19926,5.22
2011,경기도,광주시,당뇨병의료이용률,192703,12832,6.66
2011,경기도,양주시,당뇨병의료이용률,147073,10848,7.38
2011,경기도,포천시,당뇨병의료이용률,124003,10408,8.39
2011,경기도,여주군,당뇨병의료이용률,83777,7053,8.42
2011,경기도,연천군,당뇨병의료이용률,33120,3454,10.43
2011,경기도,가평군,당뇨병의료이용률,44916,4479,9.97
2011,경기도,양평군,당뇨병의료이용률,74598,6847,9.18
2011,강원도,춘천시,당뇨병의료이용률,190437,14241,7.48
2011,강원도,원주시,당뇨병의료이용률,225332,16405,7.28
2011,강원도,강릉시,당뇨병의료이용률,158334,11960,7.55
2011,강원도,동해시,당뇨병의료이용률,66365,5119,7.71
2011,강원도,태백시,당뇨병의료이용률,37457,2962,7.91
2011,강원도,속초시,당뇨병의료이용률,60383,4786,7.93
2011,강원도,삼척시,당뇨병의료이용률,54054,4360,8.07
2011,강원도,홍천군,당뇨병의료이용률,50519,4426,8.76
2011,강원도,횡성군,당뇨병의료이용률,34645,3259,9.41
2011,강원도,영월군,당뇨병의료이용률,30736,2927,9.52
2011,강원도,평창군,당뇨병의료이용률,33497,3226,9.63
2011,강원도,정선군,당뇨병의료이용률,31442,2678,8.52
2011,강원도,철원군,당뇨병의료이용률,31182,3003,9.63
2011,강원도,화천군,당뇨병의료이용률,14586,1509,10.35
2011,강원도,양구군,당뇨병의료이용률,14047,1366,9.72
2011,강원도,인제군,당뇨병의료이용률,19776,1652,8.35
2011,강원도,고성군,당뇨병의료이용률,22125,2106,9.52
2011,강원도,양양군,당뇨병의료이용률,20871,1733,8.3
2011,충청북도,청주시상당구,당뇨병의료이용률,174823,11036,6.31
2011,충청북도,청주시흥덕구,당뇨병의료이용률,297748,15590,5.24
2011,충청북도,충주시,당뇨병의료이용률,155576,11961,7.69
2011,충청북도,제천시,당뇨병의료이용률,104422,8201,7.85
2011,충청북도,청원군,당뇨병의료이용률,115451,8053,6.98
2011,충청북도,보은군,당뇨병의료이용률,28290,2629,9.29
2011,충청북도,옥천군,당뇨병의료이용률,42911,3878,9.04
2011,충청북도,영동군,당뇨병의료이용률,40193,3426,8.52
2011,충청북도,증평군,당뇨병의료이용률,24260,1830,7.54
2011,충청북도,진천군,당뇨병의료이용률,49941,3665,7.34
2011,충청북도,괴산군,당뇨병의료이용률,30711,3038,9.89
2011,충청북도,음성군,당뇨병의료이용률,74051,5798,7.83
2011,충청북도,단양군,당뇨병의료이용률,25295,2379,9.41
2011,충청남도,천안시동남구,당뇨병의료이용률,184027,11505,6.25
2011,충청남도,천안시서북구,당뇨병의료이용률,223663,11430,5.11
2011,충청남도,공주시,당뇨병의료이용률,95757,7822,8.17
2011,충청남도,보령시,당뇨병의료이용률,82744,7034,8.5
2011,충청남도,아산시,당뇨병의료이용률,200310,12659,6.32
2011,충청남도,서산시,당뇨병의료이용률,116904,7873,6.73
2011,충청남도,논산시,당뇨병의료이용률,96383,9474,9.83
2011,충청남도,계룡시,당뇨병의료이용률,20525,1312,6.39
2011,충청남도,금산군,당뇨병의료이용률,45510,4094,9
2011,충청남도,연기군,당뇨병의료이용률,63298,5119,8.09
2011,충청남도,부여군,당뇨병의료이용률,59516,5524,9.28
2011,충청남도,서천군,당뇨병의료이용률,48876,4832,9.89
2011,충청남도,청양군,당뇨병의료이용률,26306,2578,9.8
2011,충청남도,홍성군,당뇨병의료이용률,68497,5533,8.08
2011,충청남도,예산군,당뇨병의료이용률,69563,6157,8.85
2011,충청남도,태안군,당뇨병의료이용률,50836,4406,8.67
2011,충청남도,당진군,당뇨병의료이용률,113543,7830,6.9
2011,전라북도,전주시완산구,당뇨병의료이용률,255695,15621,6.11
2011,전라북도,전주시덕진구,당뇨병의료이용률,204085,12282,6.02
2011,전라북도,군산시,당뇨병의료이용률,202024,15130,7.49
2011,전라북도,익산시,당뇨병의료이용률,226027,17037,7.54
2011,전라북도,정읍시,당뇨병의료이용률,92625,8036,8.68
2011,전라북도,남원시,당뇨병의료이용률,65571,5165,7.88
2011,전라북도,김제시,당뇨병의료이용률,75283,7067,9.39
2011,전라북도,완주군,당뇨병의료이용률,65955,5190,7.87
2011,전라북도,진안군,당뇨병의료이용률,21988,2036,9.26
2011,전라북도,무주군,당뇨병의료이용률,20646,1766,8.55
2011,전라북도,장수군,당뇨병의료이용률,19023,1531,8.05
2011,전라북도,임실군,당뇨병의료이용률,24898,2146,8.62
2011,전라북도,순창군,당뇨병의료이용률,24399,2097,8.59
2011,전라북도,고창군,당뇨병의료이용률,49278,4670,9.48
2011,전라북도,부안군,당뇨병의료이용률,47726,4956,10.38
2011,전라남도,목포시,당뇨병의료이용률,177169,13058,7.37
2011,전라남도,여수시,당뇨병의료이용률,219249,16510,7.53
2011,전라남도,순천시,당뇨병의료이용률,195114,12151,6.23
2011,전라남도,나주시,당뇨병의료이용률,73270,6762,9.23
2011,전라남도,광양시,당뇨병의료이용률,103308,5675,5.49
2011,전라남도,담양군,당뇨병의료이용률,38819,3613,9.31
2011,전라남도,곡성군,당뇨병의료이용률,25473,2216,8.7
2011,전라남도,구례군,당뇨병의료이용률,21614,2077,9.61
2011,전라남도,고흥군,당뇨병의료이용률,60538,6494,10.73
2011,전라남도,보성군,당뇨병의료이용률,38784,3443,8.88
2011,전라남도,화순군,당뇨병의료이용률,53038,4553,8.58
2011,전라남도,장흥군,당뇨병의료이용률,33129,3224,9.73
2011,전라남도,강진군,당뇨병의료이용률,32104,3201,9.97
2011,전라남도,해남군,당뇨병의료이용률,63432,5837,9.2
2011,전라남도,영암군,당뇨병의료이용률,48705,3934,8.08
2011,전라남도,무안군,당뇨병의료이용률,56520,4740,8.39
2011,전라남도,함평군,당뇨병의료이용률,29686,3295,11.1
2011,전라남도,영광군,당뇨병의료이용률,44723,4721,10.56
2011,전라남도,장성군,당뇨병의료이용률,35690,3535,9.9
2011,전라남도,완도군,당뇨병의료이용률,43181,3990,9.24
2011,전라남도,진도군,당뇨병의료이용률,27336,2565,9.38
2011,전라남도,신안군,당뇨병의료이용률,37113,3472,9.36
2011,경상북도,포항시남구,당뇨병의료이용률,192676,11487,5.96
2011,경상북도,포항시북구,당뇨병의료이용률,198250,12235,6.17
2011,경상북도,경주시,당뇨병의료이용률,207313,15265,7.36
2011,경상북도,김천시,당뇨병의료이용률,104401,7884,7.55
2011,경상북도,안동시,당뇨병의료이용률,130238,10438,8.01
2011,경상북도,구미시,당뇨병의료이용률,293855,13398,4.56
2011,경상북도,영주시,당뇨병의료이용률,87537,7111,8.12
2011,경상북도,영천시,당뇨병의료이용률,82568,7352,8.9
2011,경상북도,상주시,당뇨병의료이용률,83283,6705,8.05
2011,경상북도,문경시,당뇨병의료이용률,60111,5707,9.49
2011,경상북도,경산시,당뇨병의료이용률,183748,11946,6.5
2011,경상북도,군위군,당뇨병의료이용률,21571,1979,9.17
2011,경상북도,의성군,당뇨병의료이용률,49380,5008,10.14
2011,경상북도,청송군,당뇨병의료이용률,22620,2082,9.2
2011,경상북도,영양군,당뇨병의료이용률,15530,1422,9.16
2011,경상북도,영덕군,당뇨병의료이용률,34170,3284,9.61
2011,경상북도,청도군,당뇨병의료이용률,37175,3421,9.2
2011,경상북도,고령군,당뇨병의료이용률,29293,2359,8.05
2011,경상북도,성주군,당뇨병의료이용률,37947,3252,8.57
2011,경상북도,칠곡군,당뇨병의료이용률,91590,5653,6.17
2011,경상북도,예천군,당뇨병의료이용률,38081,3626,9.52
2011,경상북도,봉화군,당뇨병의료이용률,27911,2652,9.5
2011,경상북도,울진군,당뇨병의료이용률,41613,3402,8.18
2011,경상북도,울릉군,당뇨병의료이용률,8653,675,7.8
2011,경상남도,창원시의창구,당뇨병의료이용률,187870,9393,5
2011,경상남도,창원시성산구,당뇨병의료이용률,183558,6601,3.6
2011,경상남도,창원시마산합포구,당뇨병의료이용률,147516,9998,6.78
2011,경상남도,창원시마산회원구,당뇨병의료이용률,172057,10019,5.82
2011,경상남도,창원시진해구,당뇨병의료이용률,114244,7108,6.22
2011,경상남도,진주시,당뇨병의료이용률,244154,14670,6.01
2011,경상남도,통영시,당뇨병의료이용률,108317,7500,6.92
2011,경상남도,사천시,당뇨병의료이용률,87122,6240,7.16
2011,경상남도,김해시,당뇨병의료이용률,367744,19321,5.25
2011,경상남도,밀양시,당뇨병의료이용률,88153,7159,8.12
2011,경상남도,거제시,당뇨병의료이용률,168035,8392,4.99
2011,경상남도,양산시,당뇨병의료이용률,194384,11688,6.01
2011,경상남도,의령군,당뇨병의료이용률,25384,2293,9.03
2011,경상남도,함안군,당뇨병의료이용률,53860,4079,7.57
2011,경상남도,창녕군,당뇨병의료이용률,50800,4548,8.95
2011,경상남도,고성군,당뇨병의료이용률,46972,3774,8.03
2011,경상남도,남해군,당뇨병의료이용률,40516,4157,10.26
2011,경상남도,하동군,당뇨병의료이용률,41251,3504,8.49
2011,경상남도,산청군,당뇨병의료이용률,29407,2555,8.69
2011,경상남도,함양군,당뇨병의료이용률,33169,2676,8.07
2011,경상남도,거창군,당뇨병의료이용률,48687,3313,6.8
2011,경상남도,합천군,당뇨병의료이용률,42475,3819,8.99
2011,제주특별자치도,제주시,당뇨병의료이용률,290257,15551,5.36
2011,제주특별자치도,서귀포시,당뇨병의료이용률,113359,7657,6.75
2012,서울특별시,종로구,당뇨병의료이용률,137961,9496,6.88
2012,서울특별시,중구,당뇨병의료이용률,113648,8246,7.26
2012,서울특별시,용산구,당뇨병의료이용률,197004,13235,6.72
2012,서울특별시,성동구,당뇨병의료이용률,241700,16555,6.85
2012,서울특별시,광진구,당뇨병의료이용률,297571,17322,5.82
2012,서울특별시,동대문구,당뇨병의료이용률,295949,21528,7.27
2012,서울특별시,중랑구,당뇨병의료이용률,338891,23730,7
2012,서울특별시,성북구,당뇨병의료이용률,382385,25870,6.77
2012,서울특별시,강북구,당뇨병의료이용률,276980,20948,7.56
2012,서울특별시,도봉구,당뇨병의료이용률,287613,19764,6.87
2012,서울특별시,노원구,당뇨병의료이용률,457545,29439,6.43
2012,서울특별시,은평구,당뇨병의료이용률,385397,27355,7.1
2012,서울특별시,서대문구,당뇨병의료이용률,252068,17989,7.14
2012,서울특별시,마포구,당뇨병의료이용률,312749,19542,6.25
2012,서울특별시,양천구,당뇨병의료이용률,379094,22342,5.89
2012,서울특별시,강서구,당뇨병의료이용률,449013,28800,6.41
2012,서울특별시,구로구,당뇨병의료이용률,345491,21683,6.28
2012,서울특별시,금천구,당뇨병의료이용률,199948,13222,6.61
2012,서울특별시,영등포구,당뇨병의료이용률,326475,20233,6.2
2012,서울특별시,동작구,당뇨병의료이용률,321454,19156,5.96
2012,서울특별시,관악구,당뇨병의료이용률,433113,24122,5.57
2012,서울특별시,서초구,당뇨병의료이용률,338694,16871,4.98
2012,서울특별시,강남구,당뇨병의료이용률,448305,20697,4.62
2012,서울특별시,송파구,당뇨병의료이용률,528246,27681,5.24
2012,서울특별시,강동구,당뇨병의료이용률,386046,22811,5.91
2012,부산광역시,중구,당뇨병의료이용률,41612,3566,8.57
2012,부산광역시,서구,당뇨병의료이용률,101505,8870,8.74
2012,부산광역시,동구,당뇨병의료이용률,83732,7578,9.05
2012,부산광역시,영도구,당뇨병의료이용률,117987,10594,8.98
2012,부산광역시,부산진구,당뇨병의료이용률,318651,22877,7.18
2012,부산광역시,동래구,당뇨병의료이용률,223601,14568,6.52
2012,부산광역시,남구,당뇨병의료이용률,234054,17114,7.31
2012,부산광역시,북구,당뇨병의료이용률,239175,15521,6.49
2012,부산광역시,해운대구,당뇨병의료이용률,326569,21415,6.56
2012,부산광역시,사하구,당뇨병의료이용률,281875,19705,6.99
2012,부산광역시,금정구,당뇨병의료이용률,203271,13746,6.76
